S2B_MSIL1C_20170829T105019_N0205_R051_T31UFT_20170829T105633,https://scihub.copernicus.eu/dhus/odata/v1/Products('e52875f0-43c1-496b-8cef-dd337730fe8f')
S2B_MSIL1C_20170829T105019_N0205_R051_T31UGR_20170829T105633,https://scihub.copernicus.eu/dhus/odata/v1/Products('39f36eff-e929-4023-bcbe-f8ed4c558ce8')
S2B_MSIL1C_20170829T105019_N0205_R051_T32ULB_20170829T105633,https://scihub.copernicus.eu/dhus/odata/v1/Products('5b9f3b44-7216-4b16-96b7-f47e3e621c7e')
S2B_MSIL1C_20170829T105019_N0205_R051_T31UDQ_20170829T105633,https://scihub.copernicus.eu/dhus/odata/v1/Products('95bf02ec-d533-44da-bb8e-f47337552c18')
S2B_MSIL1C_20170829T105019_N0205_R051_T31UEQ_20170829T105633,https://scihub.copernicus.eu/dhus/odata/v1/Products('b2b2a865-d442-4b54-9ba2-1a403deb40f2')
S2B_MSIL1C_20170829T105019_N0205_R051_T31UES_20170829T105633,https://scihub.copernicus.eu/dhus/odata/v1/Products('e9e58dcb-4059-43e6-abda-947f188ee814')
S2B_MSIL1C_20170829T105019_N0205_R051_T31UFR_20170829T105633,https://scihub.copernicus.eu/dhus/odata/v1/Products('8581f4a2-10d0-4c24-9919-ff798a39712d')
S2B_MSIL1C_20170829T105019_N0205_R051_T31UER_20170829T105633,https://scihub.copernicus.eu/dhus/odata/v1/Products('9ee08f9d-e955-4cbc-b868-4bd4c1a5849c')
S2B_MSIL1C_20170829T105019_N0205_R051_T31UGT_20170829T105021,https://scihub.copernicus.eu/dhus/odata/v1/Products('706e7c34-7ab7-4ba3-a312-b80d29d21603')
S2B_MSIL1C_20170829T105019_N0205_R051_T31UGS_20170829T105021,https://scihub.copernicus.eu/dhus/odata/v1/Products('ec4c8dcf-62a9-422e-a39c-1cd9b942cf6c')
S2B_MSIL1C_20170829T105019_N0205_R051_T32ULB_20170829T105021,https://scihub.copernicus.eu/dhus/odata/v1/Products('35292a91-f818-43b1-a751-796d1a5f9272')
S2B_MSIL1C_20170829T105019_N0205_R051_T32ULC_20170829T105021,https://scihub.copernicus.eu/dhus/odata/v1/Products('50d176cc-6233-44a8-8736-2c714e58fc45')
S2B_MSIL1C_20170829T105019_N0205_R051_T31UFS_20170829T105021,https://scihub.copernicus.eu/dhus/odata/v1/Products('c341600d-6591-43ca-b9ca-4c208af27d62')
S2B_MSIL1C_20170829T105019_N0205_R051_T31UFT_20170829T105021,https://scihub.copernicus.eu/dhus/odata/v1/Products('070eb685-ee61-4b2b-907e-79e7b45249a8')
S2A_MSIL2A_20170827T105651_N0205_R094_T31UET_20170827T110448,https://scihub.copernicus.eu/dhus/odata/v1/Products('435be2bc-5b37-46d1-9e7d-693b9863a5f9')
S2A_MSIL1C_20170827T105651_N0205_R094_T31UES_20170827T110448,https://scihub.copernicus.eu/dhus/odata/v1/Products('0f0834e8-c6dc-4eb6-bcf3-1be618e66524')
S2A_MSIL1C_20170827T105651_N0205_R094_T31UET_20170827T110448,https://scihub.copernicus.eu/dhus/odata/v1/Products('527f4a84-df11-47d8-ae4f-bf08bcc6ea95')
S2A_MSIL1C_20170827T105651_N0205_R094_T31UDT_20170827T110448,https://scihub.copernicus.eu/dhus/odata/v1/Products('cb136d85-49d9-49f1-8afc-a63dbd94406c')
S2A_MSIL1C_20170814T105031_N0205_R051_T32ULC_20170814T105517,https://scihub.copernicus.eu/dhus/odata/v1/Products('619553f4-fff7-4088-9d7f-62458f15d3d0')
S2A_MSIL1C_20170814T105031_N0205_R051_T31UGT_20170814T105517,https://scihub.copernicus.eu/dhus/odata/v1/Products('e8a80f83-88b8-4897-86ba-9f3b4bcd6b91')
S2A_MSIL1C_20170814T105031_N0205_R051_T31UGR_20170814T105517,https://scihub.copernicus.eu/dhus/odata/v1/Products('18fd89c3-ff41-40e2-aee2-8df039cb4bde')
S2A_MSIL1C_20170824T105031_N0205_R051_T31UGR_20170824T105240,https://scihub.copernicus.eu/dhus/odata/v1/Products('5557dd07-db47-4a69-9e36-bde32f2bd195')
